what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1497265201358
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1497265201358
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1497265201358
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1497265201358
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1497265201358
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1497265201358
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1497265201358
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1497265201358
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1497265201358
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1497265201358
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1497265201358
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1497265201358
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1497265201358
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1497265201358
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1497265201358
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1497265201358
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1497265201358
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1497265201358
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1497265201358
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1497265201358
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1497265201358
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1497265201358
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1497265201358
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1497265201358
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1497265201358
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1497265201358
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1497265201358
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1497265201358
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1497265201358
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1497265201358
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1497265201358
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1497265201358
os,sysinfo,,,"win32",1497265201358
arch,sysinfo,,,"x86",1497265201358
ws,sysinfo,,,"win32",1497265201358
locale,sysinfo,,,"en_US",1497265201358
processors,sysinfo,,,"4",1497265201358
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1497265201358
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1497265201358
java.specification.name,sysinfo,,,"Java Platform API Specification",1497265201358
java.specification.vendor,sysinfo,,,"Oracle Corporation",1497265201358
java.specification.version,sysinfo,,,"1.8",1497265201358
java.vendor,sysinfo,,,"Oracle Corporation",1497265201358
java.version,sysinfo,,,"1.8.0_131",1497265201358
java.vm.info,sysinfo,,,"mixed mode",1497265201358
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1497265201358
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1497265201358
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1497265201358
java.vm.specification.version,sysinfo,,,"1.8",1497265201358
java.vm.vendor,sysinfo,,,"Oracle Corporation",1497265201358
java.vm.version,sysinfo,,,"25.131-b11",1497265201358
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497265337855
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497265337902
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1497265337949
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497265386642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266044249
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1497266051367
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1497266051383
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266052634
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266060972
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1497266071331
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1497266071347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266084009
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266225136
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1497266229829
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266243542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266251460
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266256282
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1497266265153
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266267783
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1497266271647
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266271798
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1497266272108
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266272248
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1497266272580
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497266275469
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266300207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266319381
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266320894
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1497266322064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266356503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266386507
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497266391781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266394972
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1497266397706
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1497266397784
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1497266397831
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1497266415975
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1497266416085
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266433967
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497266433999
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266436265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1497266438668
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497266443344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266445144
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266482923
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497266483001
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1497266488575
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266492996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266504884
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497266504962
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266513877
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266514820
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266516665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266518775
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266521668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266523409
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266524275
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497266574414
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266589014
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266589894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266595488
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266598143
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266606340
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266650919
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497266660434
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266661659
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266662465
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1497266665862
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497266673900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266678430
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1497266909890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1497266912878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497266944677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497266944786
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497266959096
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1497267021069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267025271
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267027207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267361667
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1497267363617
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497267373499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267374809
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267377992
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497267380269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267381923
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267383046
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1497267411032
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497267436617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267450631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267473140
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267478334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267481361
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267481392
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497267508327
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1497267534386
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497267560190
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267563248
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267566664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267566773
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1497267566773
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1497267566773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267575525
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1497267659544
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267662321
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267667630
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267679589
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267696016
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267696125
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497267703201
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267710944
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267712613
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267712691
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1497267712691
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1497267712691
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267719758
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267734685
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267744902
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267749223
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1497267749223
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1497267749223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267756306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267766333
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1497267766473
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1497267766505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267774679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267783558
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267788183
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267804710
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267804897
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267805006
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1497267812338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1497267813181
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267815646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267817736
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1497267820538
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1497267826912
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267843479
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267848614
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1497267848614
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1497267848614
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497267848692
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267855558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267885522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267903535
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267921675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497267921706
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267931815
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267982472
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497267982503
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497267991442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268009306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268013377
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268022506
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497268022537
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268034289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268057685
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268060400
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268092220
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268094160
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268098550
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1497268098581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268106496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268111285
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268122221
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1497268138588
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497268138744
